retriever,task,query_id,max_score,gap_ctx,gap_25,retrieval_success_5,retrieval_success_25,judgment
reasonir,biology,26,0.5312635898590088,0.034639447927474976,0.06991183757781982,1,1,CORRECT
reasonir,biology,30,0.582774817943573,0.054872870445251465,0.11385020613670349,1,1,CORRECT
reasonir,biology,28,0.6571336388587952,0.07510095834732056,0.14446759223937988,0,1,CORRECT
reasonir,biology,31,0.5629079937934875,0.01645052433013916,0.07387769222259521,0,1,CORRECT
reasonir,biology,29,0.6069786548614502,0.04751098155975342,0.1120789647102356,1,1,CORRECT
reasonir,biology,32,0.4738575220108032,0.014875829219818115,0.04166656732559204,0,1,INCORRECT
reasonir,biology,36,0.5536687970161438,0.006885886192321777,0.034139811992645264,0,0,INCORRECT
reasonir,biology,33,0.5331894159317017,0.01797705888748169,0.06902986764907837,0,1,CORRECT
reasonir,biology,45,0.5524094104766846,0.03090614080429077,0.09819036722183228,0,1,INCORRECT
reasonir,biology,37,0.4765145182609558,0.025016874074935913,0.06552982330322266,1,1,CORRECT
reasonir,biology,34,0.513968288898468,0.012394428253173828,0.042012810707092285,0,0,INCORRECT
reasonir,biology,44,0.5549516081809998,0.0302046537399292,0.06568032503128052,0,0,INCORRECT
reasonir,biology,43,0.5348855257034302,0.020563125610351562,0.05995950102806091,0,0,INCORRECT
reasonir,biology,39,0.6249378323554993,0.016667425632476807,0.04157310724258423,0,0,INCORRECT
reasonir,biology,38,0.5871443152427673,0.02099829912185669,0.06317335367202759,1,1,CORRECT
reasonir,biology,35,0.5326991081237793,0.01239621639251709,0.0649304986000061,1,1,CORRECT
reasonir,biology,42,0.5992586016654968,0.017581939697265625,0.04336148500442505,0,0,CORRECT
reasonir,biology,47,0.6448729634284973,0.06700998544692993,0.19398561120033264,0,1,CORRECT
reasonir,biology,41,0.5873627662658691,0.026292920112609863,0.06188642978668213,0,1,CORRECT
reasonir,biology,48,0.5236554741859436,0.02503436803817749,0.06290358304977417,1,1,CORRECT
reasonir,biology,40,0.6074929237365723,0.009782493114471436,0.03957468271255493,0,0,INCORRECT
reasonir,biology,46,0.6094079613685608,0.041606605052948,0.09389108419418335,0,0,INCORRECT
reasonir,biology,51,0.6062020063400269,0.04673546552658081,0.09769237041473389,0,0,CORRECT
reasonir,biology,49,0.555939793586731,0.009784102439880371,0.04557746648788452,0,0,INCORRECT
reasonir,biology,50,0.6252844929695129,0.01828533411026001,0.05638855695724487,0,0,CORRECT
reasonir,biology,54,0.4997178912162781,0.018664896488189697,0.07538712024688721,0,1,CORRECT
reasonir,biology,60,0.6240844130516052,0.08725881576538086,0.13547652959823608,0,0,INCORRECT
reasonir,biology,64,0.5746171474456787,0.05950605869293213,0.11509335041046143,0,1,CORRECT
reasonir,biology,52,0.6527889966964722,0.11918330192565918,0.16289007663726807,1,1,CORRECT
reasonir,biology,53,0.5005398988723755,0.02984347939491272,0.05436289310455322,0,0,CORRECT
reasonir,biology,62,0.6259140968322754,0.05874150991439819,0.10632199048995972,1,1,CORRECT
reasonir,biology,55,0.5332369804382324,0.04378479719161987,0.09087115526199341,0,1,CORRECT
reasonir,biology,58,0.6050900816917419,0.05009138584136963,0.1090191900730133,1,1,CORRECT
reasonir,biology,61,0.5781790018081665,0.051071345806121826,0.12287032604217529,1,1,CORRECT
reasonir,biology,56,0.657879650592804,0.03568202257156372,0.09906482696533203,0,0,CORRECT
reasonir,biology,59,0.5924844741821289,0.023839831352233887,0.08308887481689453,1,1,CORRECT
reasonir,biology,67,0.5436238050460815,0.05835002660751343,0.08959203958511353,0,0,INCORRECT
reasonir,biology,63,0.5494000315666199,0.04146391153335571,0.10332241654396057,0,0,CORRECT
reasonir,biology,57,0.61934494972229,0.028588533401489258,0.10502278804779053,1,1,CORRECT
reasonir,biology,65,0.543449342250824,0.005849480628967285,0.09085267782211304,0,1,CORRECT
reasonir,biology,74,0.5533463358879089,0.06614726781845093,0.10423591732978821,1,1,CORRECT
reasonir,biology,77,0.5725235939025879,0.0516587495803833,0.07459533214569092,0,0,CORRECT
reasonir,biology,69,0.6612542867660522,0.03706467151641846,0.11754041910171509,0,0,CORRECT
reasonir,biology,66,0.5719786882400513,0.051260292530059814,0.10362663865089417,1,1,CORRECT
reasonir,biology,75,0.566384494304657,0.0958886444568634,0.1290302872657776,0,1,INCORRECT
reasonir,biology,68,0.5654664039611816,0.022476017475128174,0.0454670786857605,0,0,INCORRECT
reasonir,biology,76,0.49246546626091003,0.028831928968429565,0.05229708552360535,0,0,INCORRECT
reasonir,biology,70,0.5296331644058228,0.04464802145957947,0.06919479370117188,1,1,CORRECT
reasonir,biology,83,0.5555115342140198,0.018732786178588867,0.06921261548995972,0,0,INCORRECT
reasonir,biology,71,0.602628231048584,0.033231496810913086,0.07268655300140381,0,0,INCORRECT
reasonir,biology,79,0.5362794399261475,0.02274036407470703,0.037958353757858276,0,0,CORRECT
reasonir,biology,72,0.5929181575775146,0.07431507110595703,0.13657397031784058,1,1,CORRECT
reasonir,biology,81,0.5411627292633057,0.007011473178863525,0.045841336250305176,0,0,INCORRECT
reasonir,biology,73,0.5481552481651306,0.0772550106048584,0.11362349987030029,0,0,INCORRECT
reasonir,biology,82,0.509921133518219,0.056669414043426514,0.09362390637397766,0,0,CORRECT
reasonir,biology,80,0.5789520740509033,0.07140874862670898,0.1098724901676178,0,0,INCORRECT
reasonir,biology,78,0.629546582698822,0.04994380474090576,0.10391950607299805,1,1,CORRECT
reasonir,biology,85,0.6007161736488342,0.05909162759780884,0.10244601964950562,1,1,CORRECT
reasonir,biology,92,0.5397356152534485,0.031252920627593994,0.07287871837615967,0,1,CORRECT
reasonir,biology,84,0.6776049137115479,0.09786152839660645,0.14762330055236816,1,1,INCORRECT
reasonir,biology,93,0.594645082950592,0.05576604604721069,0.10435622930526733,0,1,INCORRECT
reasonir,biology,88,0.6199402809143066,0.053540587425231934,0.10276448726654053,0,1,CORRECT
reasonir,biology,87,0.4929995536804199,0.019503682851791382,0.07279998064041138,1,1,INCORRECT
reasonir,biology,86,0.5187790393829346,0.024891257286071777,0.06555485725402832,1,1,CORRECT
reasonir,biology,90,0.5625583529472351,0.06185692548751831,0.10908180475234985,0,0,INCORRECT
reasonir,biology,98,0.5488909482955933,0.03191155195236206,0.07609239220619202,0,0,CORRECT
reasonir,biology,89,0.5723174810409546,0.025950193405151367,0.05758410692214966,1,1,CORRECT
reasonir,biology,91,0.607315182685852,0.03583449125289917,0.11439201235771179,0,0,CORRECT
reasonir,biology,94,0.6161186695098877,0.09418326616287231,0.1466137170791626,1,1,CORRECT
reasonir,biology,96,0.6020408868789673,0.019046664237976074,0.06021302938461304,1,1,CORRECT
reasonir,biology,99,0.6222445368766785,0.12641888856887817,0.18529143929481506,1,1,CORRECT
reasonir,biology,97,0.6361344456672668,0.09973019361495972,0.16441762447357178,1,1,CORRECT
reasonir,biology,100,0.5533572435379028,0.051474153995513916,0.08577868342399597,1,1,CORRECT
reasonir,biology,95,0.6779390573501587,0.12288939952850342,0.17144834995269775,0,1,INCORRECT
reasonir,biology,101,0.5812390446662903,0.02574259042739868,0.059913814067840576,0,0,CORRECT
reasonir,aops,aops_2019_AMC_12A_Problems/Problem_17,0.6680647730827332,0.023137390613555908,0.05225217342376709,1,1,CORRECT
reasonir,biology,102,0.6526670455932617,0.06052297353744507,0.14591538906097412,0,0,CORRECT
reasonir,aops,math_train_intermediate_algebra_513,0.665344774723053,0.03724032640457153,0.07124251127243042,1,1,INCORRECT
reasonir,aops,aops_2015_AMC_10B_Problems/Problem_15,0.5633425116539001,0.01640254259109497,0.028580427169799805,0,0,CORRECT
reasonir,aops,math_test_intermediate_algebra_1179,0.6884198188781738,0.03767639398574829,0.059028029441833496,0,1,INCORRECT
reasonir,aops,math_train_number_theory_7095,0.5462528467178345,0.016807079315185547,0.04831695556640625,0,0,INCORRECT
reasonir,aops,math_train_number_theory_839,0.6154564619064331,0.02173292636871338,0.04079437255859375,0,0,INCORRECT
reasonir,aops,aops_2008_AMC_12B_Problems/Problem_16,0.6024723649024963,0.02016240358352661,0.043469369411468506,0,0,INCORRECT
reasonir,aops,aops_2000_AIME_I_Problems/Problem_9,0.6863824725151062,0.01044994592666626,0.05104947090148926,0,0,INCORRECT
reasonir,aops,math_train_number_theory_7012,0.6555863618850708,0.01994013786315918,0.04261147975921631,0,0,INCORRECT
reasonir,aops,aops_2008_AMC_12A_Problems/Problem_15,0.6704229712486267,0.05119043588638306,0.07549798488616943,0,0,INCORRECT
reasonir,aops,math_train_number_theory_7030,0.6813629865646362,0.12303298711776733,0.1806873083114624,0,0,INCORRECT
reasonir,aops,aops_2021_AIME_I_Problems/Problem_14,0.6326346397399902,0.04548710584640503,0.07918953895568848,1,1,INCORRECT
reasonir,aops,math_train_number_theory_7016,0.5275990962982178,0.015099883079528809,0.03464055061340332,0,0,INCORRECT
reasonir,aops,math_train_counting_and_probability_5024,0.5591908097267151,0.05385112762451172,0.07863616943359375,0,0,INCORRECT
reasonir,aops,aops_2005_IMO_Problems/Problem_4,0.633460521697998,0.04833543300628662,0.079689621925354,0,1,INCORRECT
reasonir,aops,aops_2024_AIME_I_Problems/Problem_13,0.6252161860466003,0.040627241134643555,0.06881123781204224,1,1,INCORRECT
reasonir,aops,aops_2017_AMC_10B_Problems/Problem_14,0.6175225377082825,0.014056742191314697,0.03161311149597168,0,0,INCORRECT
reasonir,aops,aops_2005_USAMO_Problems/Problem_2,0.6272284388542175,0.016065359115600586,0.05461174249649048,0,0,INCORRECT
reasonir,aops,math_train_counting_and_probability_5035,0.5355514287948608,0.012190103530883789,0.027095675468444824,1,1,INCORRECT
reasonir,aops,aops_2004_AIME_I_Problems/Problem_10,0.5978120565414429,0.018831372261047363,0.04905933141708374,1,1,INCORRECT
reasonir,aops,math_train_geometry_6018,0.6244264245033264,0.04103654623031616,0.07413560152053833,0,0,INCORRECT
reasonir,aops,aops_2023_AIME_I_Problems/Problem_5,0.6386706829071045,0.04170119762420654,0.06790542602539062,0,0,INCORRECT
reasonir,aops,math_train_geometry_6173,0.6362848877906799,0.028057515621185303,0.06592148542404175,0,1,INCORRECT
reasonir,aops,math_test_geometry_454,0.7194366455078125,0.02382296323776245,0.0590357780456543,0,0,INCORRECT
reasonir,aops,math_train_counting_and_probability_5011,0.6454442739486694,0.04308682680130005,0.06459689140319824,0,0,INCORRECT
reasonir,aops,aops_2001_AMC_10_Problems/Problem_19,0.6002693176269531,0.03912830352783203,0.06982046365737915,1,1,CORRECT
reasonir,aops,aops_2007_AIME_I_Problems/Problem_10,0.6091997027397156,0.018070757389068604,0.030314147472381592,0,0,INCORRECT
reasonir,aops,math_test_counting_and_probability_1009,0.6102902889251709,0.04968106746673584,0.07482481002807617,1,1,CORRECT
reasonir,aops,math_train_counting_and_probability_5131,0.6201263666152954,0.022398829460144043,0.035289108753204346,0,0,CORRECT
reasonir,aops,aops_2018_AMC_8_Problems/Problem_23,0.7357773780822754,0.0481867790222168,0.07811534404754639,0,0,INCORRECT
reasonir,aops,aops_2019_AMC_8_Problems/Problem_25,0.583083987236023,0.008598089218139648,0.030332982540130615,0,1,INCORRECT
reasonir,aops,math_train_number_theory_7003,0.5852709412574768,0.005157828330993652,0.03624004125595093,0,1,CORRECT
reasonir,aops,aops_2020_AMC_10A_Problems/Problem_24,0.6320919990539551,0.021741151809692383,0.04471230506896973,0,1,INCORRECT
reasonir,aops,aops_2020_AMC_10B_Problems/Problem_25,0.671026349067688,0.022356867790222168,0.04146993160247803,0,0,INCORRECT
reasonir,aops,aops_2018_AMC_10A_Problems/Problem_11,0.6482167840003967,0.008159756660461426,0.03282219171524048,0,0,INCORRECT
reasonir,aops,aops_1959_IMO_Problems/Problem_1,0.5543727874755859,0.006491363048553467,0.0313602089881897,0,0,INCORRECT
reasonir,aops,aops_2021_AIME_I_Problems/Problem_10,0.6520622968673706,0.034961163997650146,0.06325674057006836,0,0,INCORRECT
reasonir,aops,aops_1987_IMO_Problems/Problem_1,0.5933587551116943,0.03034496307373047,0.058281540870666504,0,0,INCORRECT
reasonir,aops,aops_2007_iTest_Problems/Problem_6,0.6924726366996765,0.09612411260604858,0.1191362738609314,0,0,INCORRECT
reasonir,aops,math_test_counting_and_probability_838,0.7052981853485107,0.06810075044631958,0.10878801345825195,0,1,INCORRECT
reasonir,aops,aops_2021_AIME_II_Problems/Problem_9,0.601650059223175,0.0038064122200012207,0.03565329313278198,0,1,INCORRECT
reasonir,aops,math_train_number_theory_7066,0.6018027663230896,0.015916049480438232,0.04597592353820801,0,0,INCORRECT
reasonir,aops,aops_2000_AMC_12_Problems/Problem_4,0.6138042211532593,0.05767172574996948,0.08837169408798218,0,0,INCORRECT
reasonir,aops,aops_1990_AIME_Problems/Problem_9,0.6915258169174194,0.0871577262878418,0.12724047899246216,0,0,INCORRECT
reasonir,aops,math_train_intermediate_algebra_659,0.572374165058136,0.012870609760284424,0.046071648597717285,0,0,INCORRECT
reasonir,aops,aops_2020_AMC_8_Problems/Problem_12,0.6611176133155823,0.05385309457778931,0.08854424953460693,0,1,CORRECT
reasonir,aops,aops_1981_IMO_Problems/Problem_3,0.6574561595916748,0.043754756450653076,0.06288701295852661,0,0,INCORRECT
reasonir,aops,math_train_intermediate_algebra_477,0.7230828404426575,0.06318134069442749,0.08528858423233032,0,0,INCORRECT
reasonir,aops,math_train_counting_and_probability_5047,0.607996940612793,0.012123584747314453,0.04143470525741577,0,0,INCORRECT
reasonir,aops,aops_2017_AMC_10B_Problems/Problem_13,0.6448678970336914,0.03425395488739014,0.065940260887146,0,1,INCORRECT
reasonir,aops,aops_2005_AMC_12A_Problems/Problem_18,0.6754819750785828,0.069377601146698,0.1035773754119873,0,0,INCORRECT
reasonir,aops,aops_2011_AMC_8_Problems/Problem_6,0.6265665292739868,0.009206891059875488,0.08337485790252686,0,0,CORRECT
reasonir,aops,aops_2020_AIME_II_Problems/Problem_9,0.5818873047828674,0.007222354412078857,0.03301328420639038,0,0,INCORRECT
reasonir,aops,math_test_counting_and_probability_430,0.6242333650588989,0.0038084983825683594,0.021372437477111816,0,0,INCORRECT
reasonir,aops,math_train_counting_and_probability_5045,0.5973949432373047,0.014944255352020264,0.08820962905883789,0,0,CORRECT
reasonir,aops,math_test_prealgebra_1987,0.6490997076034546,0.008134603500366211,0.04078960418701172,1,1,INCORRECT
reasonir,aops,math_train_counting_and_probability_5048,0.6067860722541809,0.02798616886138916,0.048307955265045166,0,0,INCORRECT
reasonir,aops,aops_2017_AIME_II_Problems/Problem_1,0.7304435968399048,0.06176126003265381,0.10031783580780029,0,0,INCORRECT
reasonir,aops,math_test_counting_and_probability_1003,0.6294825077056885,0.01556098461151123,0.032389938831329346,0,0,INCORRECT
reasonir,aops,aops_2007_AIME_II_Problems/Problem_10,0.6615527272224426,0.03432726860046387,0.06246042251586914,0,0,INCORRECT
reasonir,aops,math_train_geometry_317,0.7604413628578186,0.024737894535064697,0.05021935701370239,0,1,INCORRECT
reasonir,aops,math_train_geometry_6060,0.6404936909675598,0.02147805690765381,0.04713195562362671,0,1,INCORRECT
reasonir,aops,aops_1988_AIME_Problems/Problem_12,0.6037535071372986,0.017700016498565674,0.04747802019119263,1,1,INCORRECT
reasonir,aops,aops_1971_AHSME_Problems/Problem_26,0.7843391299247742,0.04650378227233887,0.08185571432113647,1,1,INCORRECT
reasonir,aops,aops_1985_AIME_Problems/Problem_6,0.615795373916626,0.014198243618011475,0.04254418611526489,0,0,INCORRECT
reasonir,aops,math_train_geometry_6022,0.6439517736434937,0.01411348581314087,0.0514066219329834,1,1,INCORRECT
reasonir,aops,math_train_geometry_6116,0.7533297538757324,0.03589427471160889,0.06483954191207886,0,1,INCORRECT
reasonir,aops,aops_2016_AMC_10A_Problems/Problem_19,0.6528028845787048,0.03511548042297363,0.07827818393707275,1,1,INCORRECT
reasonir,aops,math_train_intermediate_algebra_2060,0.6437634825706482,0.0320054292678833,0.06857401132583618,0,0,INCORRECT
reasonir,aops,math_train_algebra_2521,0.6633999347686768,0.041056156158447266,0.09563052654266357,0,0,INCORRECT
reasonir,aops,math_train_geometry_6115,0.6425409317016602,0.02900707721710205,0.059658169746398926,0,1,INCORRECT
reasonir,aops,math_test_algebra_1208,0.6234886050224304,0.05194437503814697,0.09525567293167114,1,1,INCORRECT
reasonir,aops,math_test_intermediate_algebra_951,0.5996599793434143,0.017636597156524658,0.034148991107940674,0,0,INCORRECT
reasonir,aops,math_train_intermediate_algebra_1822,0.6623164415359497,0.07187628746032715,0.08709239959716797,1,1,INCORRECT
reasonir,aops,aops_2021_Fall_AMC_12A_Problems/Problem_12,0.6067290306091309,0.021503567695617676,0.05952441692352295,0,0,INCORRECT
reasonir,aops,math_train_number_theory_7078,0.5855875015258789,0.03418004512786865,0.04785841703414917,0,0,INCORRECT
reasonir,aops,aops_2009_AMC_12A_Problems/Problem_17,0.6715306639671326,0.047155559062957764,0.10125285387039185,1,1,INCORRECT
reasonir,aops,math_test_intermediate_algebra_1812,0.6559478044509888,0.03056579828262329,0.0661168098449707,0,0,INCORRECT
reasonir,aops,aops_2008_AMC_12A_Problems/Problem_16,0.6117958426475525,0.004256248474121094,0.038157522678375244,0,1,CORRECT
reasonir,aops,aops_2021_AMC_12B_Problems/Problem_9,0.6370121240615845,0.045852601528167725,0.08528327941894531,1,1,INCORRECT
reasonir,aops,math_train_counting_and_probability_5111,0.5932721495628357,0.02443903684616089,0.055860936641693115,1,1,INCORRECT
reasonir,aops,aops_2002_AIME_I_Problems/Problem_6,0.7548809051513672,0.13266205787658691,0.17739838361740112,0,1,INCORRECT
reasonir,aops,math_train_intermediate_algebra_1268,0.6572852730751038,0.05959343910217285,0.10619544982910156,1,1,CORRECT
reasonir,aops,math_train_counting_and_probability_822,0.6916075348854065,0.05857604742050171,0.10322815179824829,0,1,INCORRECT
reasonir,aops,math_train_counting_and_probability_5064,0.582198977470398,0.03450292348861694,0.056785643100738525,0,0,INCORRECT
reasonir,aops,aops_1994_AIME_Problems/Problem_9,0.6187818050384521,0.054991960525512695,0.08034074306488037,0,0,INCORRECT
reasonir,aops,math_train_algebra_2826,0.6975026726722717,0.08188623189926147,0.10669249296188354,0,1,CORRECT
reasonir,aops,aops_2022_AMC_10B_Problems/Problem_9,0.6545069813728333,0.03867584466934204,0.06818222999572754,0,0,INCORRECT
reasonir,aops,aops_2000_AMC_12_Problems/Problem_14,0.7015963792800903,0.0364956259727478,0.08631658554077148,1,1,INCORRECT
reasonir,aops,math_train_geometry_747,0.7052729725837708,0.06070071458816528,0.09760576486587524,1,1,INCORRECT
reasonir,aops,aops_2015_AMC_12A_Problems/Problem_22,0.6412224173545837,0.035786449909210205,0.06174039840698242,0,0,INCORRECT
reasonir,aops,aops_2019_AMC_10A_Problems/Problem_12,0.6566457748413086,0.07333338260650635,0.12084192037582397,1,1,INCORRECT
reasonir,aops,aops_2023_AIME_II_Problems/Problem_9,0.6213675141334534,0.05376690626144409,0.08625805377960205,1,1,INCORRECT
reasonir,aops,aops_2016_AMC_10A_Problems/Problem_7,0.7336100935935974,0.1126212477684021,0.1340186595916748,1,1,INCORRECT
reasonir,aops,aops_2016_AIME_II_Problems/Problem_10,0.6530247926712036,0.03407430648803711,0.07924813032150269,1,1,INCORRECT
reasonir,aops,aops_2016_AIME_I_Problems/Problem_15,0.7003641724586487,0.07150614261627197,0.1127811074256897,1,1,INCORRECT
reasonir,aops,aops_2020_AIME_I_Problems/Problem_15,0.6209112405776978,0.017668604850769043,0.052495718002319336,1,1,INCORRECT
reasonir,aops,aops_1971_Canadian_MO_Problems/Problem_1,0.6408596038818359,0.047066569328308105,0.07506334781646729,0,1,INCORRECT
reasonir,aops,aops_2024_AIME_I_Problems/Problem_10,0.6421653628349304,0.034564197063446045,0.07742011547088623,1,1,INCORRECT
reasonir,aops,aops_2022_AIME_I_Problems/Problem_11,0.765656590461731,0.03866952657699585,0.06696224212646484,0,1,INCORRECT
reasonir,aops,aops_1998_AIME_Problems/Problem_2,0.6528192758560181,0.03996872901916504,0.06709736585617065,0,0,INCORRECT
reasonir,aops,math_train_geometry_6092,0.5913731455802917,0.013885080814361572,0.038071393966674805,0,1,INCORRECT
reasonir,aops,math_train_geometry_6105,0.5547761917114258,0.024889349937438965,0.04723536968231201,0,1,INCORRECT
reasonir,aops,aops_2002_AIME_I_Problems/Problem_10,0.6810726523399353,0.015564143657684326,0.04970681667327881,0,1,INCORRECT
reasonir,aops,aops_2015_AIME_I_Problems/Problem_4,0.6523128747940063,0.013524413108825684,0.04744642972946167,1,1,INCORRECT
reasonir,aops,aops_2013_AMC_12A_Problems/Problem_13,0.7077536582946777,0.05849480628967285,0.08589714765548706,0,0,INCORRECT
reasonir,aops,math_train_geometry_6112,0.5935391187667847,0.059020936489105225,0.08216357231140137,0,1,INCORRECT
reasonir,aops,aops_2019_AIME_I_Problems/Problem_3,0.6892358064651489,0.03938460350036621,0.06353986263275146,1,1,INCORRECT
reasonir,aops,math_train_geometry_6051,0.6290384531021118,0.028484106063842773,0.058562517166137695,1,1,INCORRECT
reasonir,aops,math_train_geometry_6078,0.6995524168014526,0.04163694381713867,0.06851446628570557,1,1,INCORRECT
reasonir,earth_science,1,0.5912260413169861,0.03159201145172119,0.05931216478347778,0,0,CORRECT
reasonir,earth_science,0,0.5920988917350769,0.06012856960296631,0.10259878635406494,0,0,CORRECT
reasonir,earth_science,3,0.6158266663551331,0.020257949829101562,0.08598834276199341,1,1,CORRECT
reasonir,aops,aops_2017_AIME_II_Problems/Problem_3,0.6593655347824097,0.011955618858337402,0.05507403612136841,0,0,INCORRECT
reasonir,earth_science,2,0.5995254516601562,0.05357646942138672,0.13068261742591858,1,1,INCORRECT
reasonir,earth_science,4,0.6432615518569946,0.046080589294433594,0.11047065258026123,1,1,CORRECT
reasonir,earth_science,7,0.6239357590675354,0.023893237113952637,0.07398933172225952,0,0,CORRECT
reasonir,earth_science,13,0.6518038511276245,0.044181108474731445,0.13827455043792725,1,1,CORRECT
reasonir,earth_science,17,0.6314181089401245,0.036856889724731445,0.085288405418396,0,0,INCORRECT
reasonir,earth_science,11,0.6104668378829956,0.06259429454803467,0.11374321579933167,0,0,CORRECT
reasonir,earth_science,5,0.5910705327987671,0.052567362785339355,0.11783671379089355,0,0,INCORRECT
reasonir,earth_science,8,0.6993787884712219,0.10425388813018799,0.24509340524673462,1,1,CORRECT
reasonir,earth_science,6,0.6883504390716553,0.08011209964752197,0.14791327714920044,0,1,CORRECT
reasonir,earth_science,9,0.6422443985939026,0.02588021755218506,0.06884634494781494,1,1,CORRECT
reasonir,earth_science,14,0.5241144299507141,0.033677101135253906,0.06318399310112,0,1,INCORRECT
reasonir,earth_science,12,0.6099938154220581,0.03834480047225952,0.08109712600708008,0,0,INCORRECT
reasonir,earth_science,21,0.4767250716686249,0.025065898895263672,0.047485917806625366,0,1,INCORRECT
reasonir,earth_science,10,0.4934101104736328,0.016203999519348145,0.05395582318305969,0,1,CORRECT
reasonir,earth_science,16,0.5479068160057068,0.050364524126052856,0.12220650911331177,0,0,INCORRECT
reasonir,earth_science,19,0.6347728371620178,0.031189143657684326,0.07507693767547607,1,1,CORRECT
reasonir,earth_science,15,0.5763746500015259,0.06354725360870361,0.11057654023170471,0,1,CORRECT
reasonir,earth_science,25,0.5413534045219421,0.034428298473358154,0.08376306295394897,1,1,CORRECT
reasonir,earth_science,20,0.5876907706260681,0.03011244535446167,0.0738629698753357,1,1,CORRECT
reasonir,earth_science,18,0.6258009672164917,0.05912303924560547,0.1015971302986145,1,1,CORRECT
reasonir,earth_science,32,0.5016019940376282,0.04518997669219971,0.07713410258293152,0,1,CORRECT
reasonir,earth_science,22,0.6280373334884644,0.033593595027923584,0.079628586769104,0,0,CORRECT
reasonir,earth_science,26,0.5856331586837769,0.06071126461029053,0.09970253705978394,1,1,CORRECT
reasonir,earth_science,30,0.5826565027236938,0.03357166051864624,0.0720338225364685,0,0,INCORRECT
reasonir,earth_science,23,0.4849645495414734,0.03313896059989929,0.09166637063026428,0,1,INCORRECT
reasonir,earth_science,29,0.5136432647705078,0.017081230878829956,0.05022817850112915,0,0,CORRECT
reasonir,earth_science,24,0.6082183122634888,0.04115778207778931,0.11551514267921448,1,1,CORRECT
reasonir,earth_science,27,0.5064379572868347,0.017866700887680054,0.0683596134185791,0,1,INCORRECT
reasonir,earth_science,28,0.579617977142334,0.045318663120269775,0.07948648929595947,1,1,CORRECT
reasonir,earth_science,31,0.5458459258079529,0.04054093360900879,0.08684509992599487,1,1,CORRECT
reasonir,earth_science,40,0.5493489503860474,0.06840083003044128,0.11940878629684448,0,0,INCORRECT
reasonir,earth_science,33,0.5612181425094604,0.01844608783721924,0.06073272228240967,0,0,CORRECT
reasonir,earth_science,39,0.6304861307144165,0.022399723529815674,0.11587756872177124,0,1,INCORRECT
reasonir,earth_science,38,0.4928436279296875,0.08963823318481445,0.12118494510650635,1,1,CORRECT
reasonir,earth_science,36,0.6234525442123413,0.040948569774627686,0.10636889934539795,1,1,CORRECT
reasonir,earth_science,45,0.49381497502326965,0.01250496506690979,0.04911336302757263,0,1,INCORRECT
