query_id,task,max_score,score_gap,judgment
37,biology,0.761110627913004,0.0062439020530262734,CORRECT
38,biology,0.7998195799126967,0.022010928952647002,CORRECT
39,biology,0.811772477608495,0.009077673847827983,INCORRECT
40,biology,0.8438019968366585,0.02635293034619235,INCORRECT
41,biology,0.7994022392054179,0.024000254399660248,INCORRECT
42,biology,0.8250378801244932,0.04110102485046596,CORRECT
43,biology,0.6990817572908907,0.00827036960055505,CORRECT
44,biology,0.7750172893994492,0.017923185259915098,CORRECT
45,biology,0.7663701689354132,0.01902161696605953,INCORRECT
46,biology,0.770516461987899,0.005332029282472006,INCORRECT
47,biology,0.8152060249576722,0.042458512791568315,CORRECT
48,biology,0.778294758751923,0.03993183221212626,INCORRECT
49,biology,0.7961252570497883,0.00518618303888152,CORRECT
50,biology,0.8314955562944506,0.011957373334445243,INCORRECT
51,biology,0.8389593519204568,0.010398752834011593,INCORRECT
52,biology,0.7951495481244539,0.018353223017079645,INCORRECT
53,biology,0.7564085673378304,0.010600111003067347,CORRECT
54,biology,0.7999099497951335,0.05315865437782341,CORRECT
55,biology,0.7780039746578238,0.02042221948493661,CORRECT
56,biology,0.7956819031148745,0.029935399371269322,INCORRECT
57,biology,0.8566050203576341,0.056028512454998625,CORRECT
58,biology,0.7932005103407962,0.03225865362044933,CORRECT
59,biology,0.808632163968452,0.025142840673509914,CORRECT
60,biology,0.7988651763871708,0.06213205476178585,INCORRECT
61,biology,0.8388843265393809,0.045503677240909646,CORRECT
62,biology,0.8779650046508519,0.043044423267398546,INCORRECT
63,biology,0.7589268007152171,0.011963872817600474,INCORRECT
64,biology,0.8104286381873949,0.03136005030097122,CORRECT
65,biology,0.8424875477367474,0.06022551919502661,CORRECT
66,biology,0.7512496087491796,0.03622179530108094,CORRECT
67,biology,0.7675432551646091,0.02206114261822556,CORRECT
68,biology,0.8670461048222422,0.028305700374965714,INCORRECT
69,biology,0.8568499145270284,0.024091289440299923,INCORRECT
70,biology,0.7636125759344504,0.006026094424869677,CORRECT
71,biology,0.830370794843502,0.02236173710496936,INCORRECT
72,biology,0.8464726380837808,0.030098001053718293,INCORRECT
73,biology,0.759457860996206,0.010056128921023921,INCORRECT
74,biology,0.7790431771560725,0.03987570450610067,INCORRECT
75,biology,0.7747755974990785,0.039139576616705085,INCORRECT
76,biology,0.7403553451542717,0.003764385408814852,INCORRECT
77,biology,0.7635974239359751,0.013618985082776702,INCORRECT
78,biology,0.8632934161806584,0.0232090769194071,INCORRECT
79,biology,0.7991152166288259,0.03515174960271128,CORRECT
80,biology,0.8194413012201504,0.020336935786164467,INCORRECT
81,biology,0.7838958799229382,0.0068733693832112586,INCORRECT
82,biology,0.7234312416090688,0.02737230145865044,INCORRECT
83,biology,0.8023519456079011,0.04118225608875559,INCORRECT
84,biology,0.8670569225165433,0.08919503424585717,INCORRECT
85,biology,0.7721043748532235,0.041305304439688606,CORRECT
86,biology,0.7731143631376765,0.02070705864958189,INCORRECT
87,biology,0.7760192764630593,0.02982573289784951,INCORRECT
88,biology,0.8298074048275375,0.037719336636035994,INCORRECT
89,biology,0.7964973336470211,0.00967617810061494,INCORRECT
90,biology,0.8395183353210409,0.07593232288590046,CORRECT
91,biology,0.8181131187983235,0.058891097221192235,INCORRECT
92,biology,0.8086757742504057,0.041942813058215345,CORRECT
93,biology,0.7192124243678987,0.029218884666961875,INCORRECT
94,biology,0.8144174542759747,0.06523550447040938,CORRECT
95,biology,0.8259293538346546,0.05517397001496027,CORRECT
96,biology,0.8362814402347362,0.02392866797540305,INCORRECT
97,biology,0.7829790853957189,0.03170780446594179,CORRECT
98,biology,0.7696562736325675,0.02822264567543631,INCORRECT
99,biology,0.7778532465668833,0.05909863879852284,CORRECT
100,biology,0.7745932681428733,0.02984972541902642,INCORRECT
101,biology,0.8248366499125681,0.015363012252295749,CORRECT
102,biology,0.8242731082659193,0.023188117680738918,INCORRECT
aops_2019_AMC_12A_Problems/Problem_17,aops,0.8704520795753049,0.02563309630934496,INCORRECT
math_test_intermediate_algebra_1179,aops,0.8510997354234525,0.014119411253979641,INCORRECT
math_train_intermediate_algebra_513,aops,0.8776960328031767,0.016984776432559467,INCORRECT
aops_2015_AMC_10B_Problems/Problem_15,aops,0.8036792697470352,0.011475723710428931,INCORRECT
math_train_counting_and_probability_5024,aops,0.8262538445318203,0.02919458537030417,INCORRECT
math_train_number_theory_7095,aops,0.7976279990133809,0.025312106564466696,INCORRECT
math_train_number_theory_839,aops,0.8263019850546398,0.005644945869111129,INCORRECT
math_train_number_theory_7012,aops,0.839697043990429,0.010922793308064338,INCORRECT
aops_2008_AMC_12B_Problems/Problem_16,aops,0.8135275863149461,0.0039452964534533175,INCORRECT
aops_2000_AIME_I_Problems/Problem_9,aops,0.9038301955633056,0.0382487588723146,INCORRECT
math_train_number_theory_7030,aops,0.902143884666928,0.06344328658965914,INCORRECT
aops_2008_AMC_12A_Problems/Problem_15,aops,0.8583507294470758,0.022126197280662674,INCORRECT
math_train_number_theory_7016,aops,0.7803454994803697,0.024041300501609908,INCORRECT
aops_2021_AIME_I_Problems/Problem_14,aops,0.7938356331882259,0.02600556095184048,INCORRECT
aops_2005_IMO_Problems/Problem_4,aops,0.7747439229370034,0.007898416111159046,INCORRECT
aops_2024_AIME_I_Problems/Problem_13,aops,0.7920223385490469,0.00989852200881336,INCORRECT
aops_2017_AMC_10B_Problems/Problem_14,aops,0.8390746294795656,0.015315783516475556,INCORRECT
aops_2005_USAMO_Problems/Problem_2,aops,0.7908846987627903,0.01987142799444397,INCORRECT
math_train_counting_and_probability_5035,aops,0.8588855790678103,0.0797877118350988,INCORRECT
aops_2004_AIME_I_Problems/Problem_10,aops,0.8251590026676598,0.01710227185227764,INCORRECT
math_train_geometry_6173,aops,0.8236931701163964,0.009819387691716641,INCORRECT
math_train_geometry_6018,aops,0.8583060175140368,0.038619008440312075,INCORRECT
aops_2023_AIME_I_Problems/Problem_5,aops,0.8361372056687791,0.012630901738290512,INCORRECT
math_test_geometry_454,aops,0.8610379250711837,0.008977706920737405,INCORRECT
math_train_counting_and_probability_5011,aops,0.7950376983660983,0.01602638429669112,INCORRECT
aops_2001_AMC_10_Problems/Problem_19,aops,0.8625939930096114,0.024274529606996276,CORRECT
math_test_counting_and_probability_1009,aops,0.891053352852121,0.037983920912110225,CORRECT
math_train_counting_and_probability_5131,aops,0.8637966678012022,0.022310616236828396,INCORRECT
aops_2007_AIME_I_Problems/Problem_10,aops,0.8562241543236107,0.05748179106607165,INCORRECT
aops_2018_AMC_8_Problems/Problem_23,aops,0.8416099047067297,0.005077967416873164,INCORRECT
aops_2019_AMC_8_Problems/Problem_25,aops,0.8764210967900259,0.036360998251667276,INCORRECT
aops_2018_AMC_10A_Problems/Problem_11,aops,0.8777628613341507,0.030891402194271778,INCORRECT
aops_2020_AMC_10B_Problems/Problem_25,aops,0.8436409915191364,0.0033233028989874125,INCORRECT
aops_2020_AMC_10A_Problems/Problem_24,aops,0.8379252502227957,0.015817615781188343,INCORRECT
math_train_number_theory_7003,aops,0.8038419093346946,0.013534925875900106,INCORRECT
aops_1959_IMO_Problems/Problem_1,aops,0.7657585678726023,0.006243642473991007,INCORRECT
aops_2021_AIME_I_Problems/Problem_10,aops,0.7964807916047918,0.03177805917017762,INCORRECT
aops_2021_AIME_II_Problems/Problem_9,aops,0.7724811116243331,0.00511944214103166,INCORRECT
aops_2007_iTest_Problems/Problem_6,aops,0.9012663974007664,0.005904376447267379,INCORRECT
math_test_counting_and_probability_838,aops,0.8778279927497401,0.0383578935537352,INCORRECT
math_train_number_theory_7066,aops,0.854206281752742,0.0007066132131094971,INCORRECT
aops_1987_IMO_Problems/Problem_1,aops,0.8108435287581025,0.023932112877126266,INCORRECT
aops_2020_AMC_8_Problems/Problem_12,aops,0.8852843106948382,0.018892191363247934,CORRECT
aops_2000_AMC_12_Problems/Problem_4,aops,0.7676267938346969,0.02305560394945627,INCORRECT
math_train_intermediate_algebra_659,aops,0.8558086061174156,0.017310141069472595,INCORRECT
aops_1990_AIME_Problems/Problem_9,aops,0.8686231413828931,0.05082295149368887,INCORRECT
math_train_intermediate_algebra_477,aops,0.8661869193798983,0.035584784214307774,INCORRECT
aops_1981_IMO_Problems/Problem_3,aops,0.7822095384475323,0.006705070827899728,INCORRECT
aops_2011_AMC_8_Problems/Problem_6,aops,0.8911750825854515,0.0023259330716237647,INCORRECT
aops_2017_AMC_10B_Problems/Problem_13,aops,0.9109666487228624,0.0038459277874497433,INCORRECT
aops_2005_AMC_12A_Problems/Problem_18,aops,0.878206293597118,0.02765746588223239,INCORRECT
math_train_counting_and_probability_5047,aops,0.8235933619022525,0.007350580759661995,INCORRECT
math_train_counting_and_probability_5048,aops,0.8518759215057157,0.007732849700860744,INCORRECT
aops_2020_AIME_II_Problems/Problem_9,aops,0.823785624935133,0.007293650546193464,INCORRECT
math_train_counting_and_probability_5045,aops,0.8684669073584671,0.0019241667289588982,INCORRECT
aops_2017_AIME_II_Problems/Problem_1,aops,0.8421754148714652,0.0013043244344290716,INCORRECT
math_test_counting_and_probability_430,aops,0.8412507674666984,0.020253175132974643,INCORRECT
math_test_prealgebra_1987,aops,0.8514454218098473,0.02323674299030576,INCORRECT
math_test_counting_and_probability_1003,aops,0.8423450804250842,0.022080257085522192,INCORRECT
aops_2007_AIME_II_Problems/Problem_10,aops,0.8290824905499397,0.016606797035422893,INCORRECT
math_train_geometry_317,aops,0.8346436218247907,0.011233057835941862,INCORRECT
math_train_geometry_6060,aops,0.8632537739528893,0.015659932226272044,INCORRECT
aops_1971_AHSME_Problems/Problem_26,aops,0.9125016038483784,0.047991352462141146,INCORRECT
aops_1985_AIME_Problems/Problem_6,aops,0.8325929607930908,0.02884790434744333,INCORRECT
aops_1988_AIME_Problems/Problem_12,aops,0.8403743845336978,0.031355053598135285,INCORRECT
math_train_geometry_6022,aops,0.8289380658390966,0.0314640342621193,INCORRECT
math_train_geometry_6116,aops,0.8362394272632939,0.023034195570913463,INCORRECT
aops_2016_AMC_10A_Problems/Problem_19,aops,0.8533218428095996,0.02217528351383591,INCORRECT
math_train_geometry_6115,aops,0.8665688859465184,0.03848506693129061,INCORRECT
math_train_intermediate_algebra_2060,aops,0.8784144531591496,0.046063719065109865,INCORRECT
math_train_algebra_2521,aops,0.8645595689095136,0.019598020900364554,INCORRECT
math_test_intermediate_algebra_951,aops,0.8875104212216731,0.011889749733482224,INCORRECT
math_test_algebra_1208,aops,0.8681432543372495,0.03520618623997718,INCORRECT
math_train_intermediate_algebra_1822,aops,0.8688909219626685,0.004688358794366354,INCORRECT
math_train_number_theory_7078,aops,0.8201503248067233,0.0064449590333434115,INCORRECT
aops_2009_AMC_12A_Problems/Problem_17,aops,0.8835840439421231,0.023505088863378543,INCORRECT
aops_2021_Fall_AMC_12A_Problems/Problem_12,aops,0.8033102265892188,0.012018703291444166,INCORRECT
math_test_intermediate_algebra_1812,aops,0.8337179195874048,0.013331562774371863,INCORRECT
aops_2008_AMC_12A_Problems/Problem_16,aops,0.8842638114638697,0.03183129632795523,INCORRECT
aops_2021_AMC_12B_Problems/Problem_9,aops,0.8698695437835617,0.017248735521327774,INCORRECT
math_train_intermediate_algebra_1268,aops,0.9034102928561892,0.04675253750678654,CORRECT
aops_2002_AIME_I_Problems/Problem_6,aops,0.8645658040020106,0.03798396631350276,INCORRECT
math_train_counting_and_probability_5111,aops,0.7882323722245641,0.006290974351395806,INCORRECT
math_train_counting_and_probability_822,aops,0.9385108759459962,0.045628405049238485,INCORRECT
math_train_geometry_747,aops,0.9193604326489501,0.004215947541144072,INCORRECT
math_train_counting_and_probability_5064,aops,0.7969729491484179,0.003643899434185305,INCORRECT
aops_1994_AIME_Problems/Problem_9,aops,0.7778382866410078,0.002999648459665938,INCORRECT
aops_2015_AMC_12A_Problems/Problem_22,aops,0.8772962409766085,0.03423867945036452,INCORRECT
aops_2022_AMC_10B_Problems/Problem_9,aops,0.8626597078658587,0.010859236747403522,INCORRECT
math_train_algebra_2826,aops,0.9248320068325653,0.04347180794977967,CORRECT
aops_2019_AMC_10A_Problems/Problem_12,aops,0.8670071221744774,0.0026637187953402197,INCORRECT
aops_2016_AMC_10A_Problems/Problem_7,aops,0.9225408013335776,0.04854537039393825,INCORRECT
aops_2000_AMC_12_Problems/Problem_14,aops,0.9037309339248936,0.027145609562187922,INCORRECT
aops_2023_AIME_II_Problems/Problem_9,aops,0.8638391277282842,0.02924348631847995,INCORRECT
aops_1971_Canadian_MO_Problems/Problem_1,aops,0.8356270368177011,0.005627971640903673,INCORRECT
aops_2024_AIME_I_Problems/Problem_10,aops,0.8701039957484004,0.034711757931686016,INCORRECT
aops_2016_AIME_I_Problems/Problem_15,aops,0.8508658151477334,0.037120019214322064,INCORRECT
aops_2022_AIME_I_Problems/Problem_11,aops,0.8595697806220903,0.013798807977449923,INCORRECT
aops_2016_AIME_II_Problems/Problem_10,aops,0.8673456307526816,0.05826361482468889,INCORRECT
aops_2020_AIME_I_Problems/Problem_15,aops,0.8500751628094044,0.0175203224159155,INCORRECT
math_train_geometry_6092,aops,0.8390217362998185,0.01967517561022125,INCORRECT
aops_1998_AIME_Problems/Problem_2,aops,0.8124953046325989,0.00748100691609932,INCORRECT
aops_2013_AMC_12A_Problems/Problem_13,aops,0.8493154841038791,0.0015150171888911323,INCORRECT
math_train_geometry_6105,aops,0.8391783635526915,0.016723264797448234,INCORRECT
math_train_geometry_6112,aops,0.8206340527094693,0.025452974840449394,INCORRECT
aops_2015_AIME_I_Problems/Problem_4,aops,0.8427221765532441,0.01031482720171717,INCORRECT
aops_2002_AIME_I_Problems/Problem_10,aops,0.8470513049324189,0.017439188272112216,INCORRECT
aops_2019_AIME_I_Problems/Problem_3,aops,0.8304849918834716,0.010274275161236357,INCORRECT
math_train_geometry_6078,aops,0.848571480397779,0.018135318451914406,INCORRECT
math_train_geometry_6051,aops,0.8255775973912686,0.006865922164594029,INCORRECT
aops_2017_AIME_II_Problems/Problem_3,aops,0.8690876596739594,0.05693650176287379,INCORRECT
0,earth_science,0.85116435203023,0.06453384231080916,CORRECT
1,earth_science,0.8226783286463696,0.03572867318183348,INCORRECT
2,earth_science,0.7749359288257691,0.021960681912173485,INCORRECT
3,earth_science,0.8523789127342137,0.03969590194146433,CORRECT
4,earth_science,0.8199229392776063,0.0508527105061084,CORRECT
5,earth_science,0.8362116606532135,0.061539580162974006,INCORRECT
6,earth_science,0.865018274039302,0.01815304844896526,CORRECT
7,earth_science,0.8164610784874483,0.017061132309409643,INCORRECT
8,earth_science,0.8433784580526583,0.0659193877288149,INCORRECT
9,earth_science,0.8517393231249628,0.024875359475478587,CORRECT
10,earth_science,0.7182640677228015,0.03743796802317545,CORRECT
11,earth_science,0.853648231392876,0.06521474984249298,CORRECT
12,earth_science,0.7989051530013904,0.009289973831494214,INCORRECT
13,earth_science,0.839426465620201,0.052779870059249556,CORRECT
14,earth_science,0.7724874945429281,0.008644819493994316,INCORRECT
15,earth_science,0.7958888749028105,0.04075563625346712,INCORRECT
16,earth_science,0.7823744849679137,0.03369182974217477,INCORRECT
17,earth_science,0.7980575197146393,0.020793178326381168,INCORRECT
18,earth_science,0.8322133197609014,0.03211277993912054,INCORRECT
19,earth_science,0.8129830863910499,0.036866633563994444,INCORRECT
20,earth_science,0.8186950004916225,0.040635070225617076,INCORRECT
21,earth_science,0.7746491191568696,0.050193884263888267,INCORRECT
22,earth_science,0.7985912382061551,0.023716928887064115,INCORRECT
23,earth_science,0.8043101989498814,0.0374191351693417,INCORRECT
24,earth_science,0.8187222854004256,0.06324735473722298,CORRECT
25,earth_science,0.7526087081663899,0.03503824663618993,CORRECT
26,earth_science,0.7568270795092492,0.021291739573315427,INCORRECT
27,earth_science,0.7627336572085167,0.004971733892399799,INCORRECT
28,earth_science,0.776295044210749,0.029226459813443517,INCORRECT
29,earth_science,0.7246038339833045,0.022276681214859262,INCORRECT
30,earth_science,0.7840878609843697,0.0067023652572173464,INCORRECT
31,earth_science,0.8087721104955784,0.034503593457298254,INCORRECT
32,earth_science,0.7205045841279707,0.018027192669326952,CORRECT
33,earth_science,0.7816794402630479,0.020253352710181804,CORRECT
34,earth_science,0.7373572742265977,0.013190005228557733,INCORRECT
35,earth_science,0.8210696423141385,0.019881918216605343,INCORRECT
36,earth_science,0.7814296107570624,0.058462080146854944,INCORRECT
37,earth_science,0.8040101635712787,0.0510238114803887,INCORRECT
38,earth_science,0.765534376029608,0.027014778267624884,INCORRECT
39,earth_science,0.825873257881687,0.028553521294014894,CORRECT
40,earth_science,0.7228070348730375,0.023972326242053255,INCORRECT
41,earth_science,0.8535843708934382,0.06926844117703579,CORRECT
42,earth_science,0.7108836726912935,0.015969260292188703,INCORRECT
43,earth_science,0.7899477805924314,0.05554827579694599,CORRECT
44,earth_science,0.817912349678074,0.016444733908502762,INCORRECT
45,earth_science,0.7666859584327133,0.041225762671437294,CORRECT
46,earth_science,0.8758200535697827,0.05169146088352272,INCORRECT
47,earth_science,0.8172596410777807,0.03708232762485075,CORRECT
48,earth_science,0.7849128099127044,0.019026134016080665,INCORRECT
49,earth_science,0.8277567747269035,0.062379216325040954,CORRECT
50,earth_science,0.7155268050493564,0.010304144436562579,INCORRECT
51,earth_science,0.8426678602461599,0.06733528413281542,CORRECT
52,earth_science,0.8501882305376477,0.04915685784612189,CORRECT
53,earth_science,0.8404221473640499,0.03811282435572505,CORRECT
54,earth_science,0.7866512431514051,0.04169386373370143,INCORRECT
55,earth_science,0.810267744274539,0.09007718619599092,CORRECT
56,earth_science,0.8093374664424919,0.06278217129931263,CORRECT
57,earth_science,0.7983790204323374,0.03406561938191632,CORRECT
58,earth_science,0.7978468633379865,0.06544735848160543,CORRECT
59,earth_science,0.7813698387455313,0.01783982338539336,CORRECT
60,earth_science,0.6873354256418416,0.007527989093492948,CORRECT
61,earth_science,0.8158973892863316,0.026509749509043945,INCORRECT
62,earth_science,0.7335736168762816,0.03349318263567069,INCORRECT
63,earth_science,0.7611333060921381,0.01088748255374461,CORRECT
64,earth_science,0.8257877448887092,0.059771818253553266,CORRECT
65,earth_science,0.8495558335128597,0.1147471947295885,INCORRECT
66,earth_science,0.7528367921922898,0.03301821685173334,INCORRECT
67,earth_science,0.793832398521843,0.044117716890443415,CORRECT
68,earth_science,0.7193428010712656,0.008555799242247808,CORRECT
69,earth_science,0.7620489773436265,0.011326331581129168,CORRECT
70,earth_science,0.7315517961819764,0.015932442789432066,INCORRECT
71,earth_science,0.8416446882086628,0.04446244996901483,CORRECT
72,earth_science,0.684156903223448,0.034014812278376994,CORRECT
73,earth_science,0.7983929645014461,0.00790757675754672,INCORRECT
74,earth_science,0.8171194073478808,0.11126143686126477,CORRECT
75,earth_science,0.8491819474997933,0.03991723567319605,INCORRECT
76,earth_science,0.8102783457786856,0.021392364503549643,CORRECT
77,earth_science,0.7402596767643551,0.025574821536384018,INCORRECT
78,earth_science,0.7395993056659733,0.006521298123488117,CORRECT
79,earth_science,0.8377125737840635,0.04470623453424072,INCORRECT
80,earth_science,0.8573024060289397,0.1155466553143285,CORRECT
81,earth_science,0.8824707209960091,0.04773536289359315,CORRECT
82,earth_science,0.8074516011800443,0.057713483398551424,INCORRECT
83,earth_science,0.8438844642751623,0.03575799794698509,CORRECT
84,earth_science,0.745125446756533,0.03434836499533389,INCORRECT
85,earth_science,0.777079937841127,0.008517272530766729,INCORRECT
86,earth_science,0.7388042478913586,0.022303081253368884,CORRECT
87,earth_science,0.8285225326275101,0.08124013583617706,CORRECT
88,earth_science,0.7844113183786812,0.040793246762384716,INCORRECT
89,earth_science,0.8076261621943919,0.027584788161974738,INCORRECT
90,earth_science,0.760515995002131,0.016390865966606216,CORRECT
91,earth_science,0.7471412784190613,0.03525288018716566,CORRECT
92,earth_science,0.723306458003892,0.017547500660448412,CORRECT
93,earth_science,0.8017860485904964,0.005879305830491899,CORRECT
94,earth_science,0.7398172019952631,0.005300576603832319,INCORRECT
95,earth_science,0.8233127485099856,0.06914053841903367,CORRECT
96,earth_science,0.8048844877144854,0.04835701188510111,CORRECT
97,earth_science,0.7969028211134022,0.024814331342099982,CORRECT
98,earth_science,0.8424044118128644,0.02810773286460666,INCORRECT
99,earth_science,0.8422986680182377,0.05006003525996461,CORRECT
100,earth_science,0.7493124065823767,0.051949187477667524,INCORRECT
101,earth_science,0.8907514467315465,0.10273487985698937,CORRECT
102,earth_science,0.7376192389799076,0.038048965520319,CORRECT
103,earth_science,0.8145447587065593,0.014476866172868141,INCORRECT
104,earth_science,0.7989354481758743,0.004718428353293835,INCORRECT
105,earth_science,0.7352727998723014,0.020712781689313675,INCORRECT
106,earth_science,0.7823304641855504,0.06359649999836514,INCORRECT
107,earth_science,0.7958506365900998,0.033334849917667775,INCORRECT
108,earth_science,0.7722801745581963,0.011849769357825335,CORRECT
109,earth_science,0.8298645869432824,0.007600731211834133,INCORRECT
110,earth_science,0.7133788033356359,0.02501601295218958,CORRECT
111,earth_science,0.7649637595214114,0.00664111151103608,INCORRECT
112,earth_science,0.7070059427642565,0.01729203053013162,INCORRECT
113,earth_science,0.8104392836475407,0.03961828326662398,CORRECT
114,earth_science,0.7682268693143907,0.023336133797422276,CORRECT
115,earth_science,0.8341319138195761,0.04974618366190953,INCORRECT
0,economics,0.7810673751035448,0.01918430589245479,INCORRECT
1,economics,0.8528618051213657,0.03320169083626523,INCORRECT
2,economics,0.8097405685448682,0.031692470654838156,INCORRECT
3,economics,0.8314823667629127,0.03127829269145599,INCORRECT
4,economics,0.7802358014301795,0.032238875789119104,INCORRECT
5,economics,0.771993792729671,0.02013863543201555,INCORRECT
6,economics,0.7828512021162441,0.034992711338179605,INCORRECT
7,economics,0.8385111152741851,0.012207371571198555,INCORRECT
8,economics,0.8180436448695836,0.010486367032486177,INCORRECT
9,economics,0.763148754061231,0.014756046861144734,CORRECT
10,economics,0.8724666353047325,0.0418720474163522,INCORRECT
11,economics,0.7682640097743177,0.002624041482308881,INCORRECT
12,economics,0.8441040627141964,0.034609475684964086,CORRECT
13,economics,0.7858502632199699,0.031231593413913683,INCORRECT
14,economics,0.8815699476499294,0.0702301857303359,INCORRECT
15,economics,0.814918207161182,0.003438912916803649,CORRECT
16,economics,0.7936450028388214,0.014288352912267044,INCORRECT
17,economics,0.8778654981181917,0.02087306059277716,INCORRECT
18,economics,0.83602398171689,0.017728673120314342,INCORRECT
19,economics,0.7834870209298314,0.008301775419654156,INCORRECT
20,economics,0.7933414987505384,0.032114779476291044,INCORRECT
21,economics,0.7777788172118663,0.028544465710784617,CORRECT
22,economics,0.8547199498060559,0.027639622202682346,CORRECT
23,economics,0.864969842103378,0.022186902813359444,INCORRECT
24,economics,0.8373859803245973,0.019170553806376,INCORRECT
25,economics,0.8816086180742202,0.034786662290767656,INCORRECT
26,economics,0.8490506247456696,0.022271874200316732,CORRECT
27,economics,0.8474064625401638,0.021711807672584293,INCORRECT
28,economics,0.8206041207477286,0.01149510554311095,INCORRECT
29,economics,0.8431942197227374,0.028678702442979542,CORRECT
30,economics,0.8315270807191534,0.021498479922680613,INCORRECT
31,economics,0.8560867998488073,0.013079900497471098,INCORRECT
32,economics,0.7803489285016466,0.029601950785438924,INCORRECT
33,economics,0.7914376742897359,0.04759580546903186,CORRECT
34,economics,0.7000207898156818,0.011951696448790794,INCORRECT
35,economics,0.7685270499908486,0.015667132167684783,INCORRECT
36,economics,0.7928766357974496,0.024647497783940264,CORRECT
37,economics,0.8953200005624086,0.010395430947247375,INCORRECT
38,economics,0.8166858496765572,0.044892130175106626,INCORRECT
39,economics,0.8217086565017827,0.019325883126565246,INCORRECT
40,economics,0.8219173025226414,0.015330725290806035,INCORRECT
41,economics,0.7678920134425357,0.008477323349742383,CORRECT
42,economics,0.8430324705486918,0.02732692948226223,CORRECT
43,economics,0.7820343859525548,0.00907582931396822,INCORRECT
44,economics,0.7876020286204986,0.007321074153919249,INCORRECT
45,economics,0.7550422276417524,0.009791136651317367,INCORRECT
46,economics,0.7564098700425186,0.021820712223894367,INCORRECT
47,economics,0.863887270569907,0.03763979437564846,INCORRECT
48,economics,0.828321234564596,0.013164010590205444,INCORRECT
49,economics,0.830546234387014,0.020633689345380568,CORRECT
50,economics,0.8580330749759951,0.013337603829213562,INCORRECT
51,economics,0.8297733935774171,0.04087384067814415,INCORRECT
52,economics,0.8847948668060187,0.032445727562125715,INCORRECT
53,economics,0.7990554352892514,0.026206089074236827,INCORRECT
54,economics,0.8253174833332368,0.05172690137760583,INCORRECT
55,economics,0.7707399006320416,0.014998314106908661,CORRECT
56,economics,0.834940789437542,0.04440297894370404,CORRECT
57,economics,0.8235150775568151,0.01248766985632388,INCORRECT
58,economics,0.8188537337174128,0.01761583678809453,CORRECT
59,economics,0.7560553041406064,0.020559840815826957,CORRECT
60,economics,0.8513709018104803,0.019448337703796836,CORRECT
61,economics,0.8332067179551959,0.028100775643197462,INCORRECT
62,economics,0.8356443803816623,0.029322779747342653,INCORRECT
63,economics,0.818050445113218,0.026655640996912422,INCORRECT
64,economics,0.8297682872509091,0.011231314488759803,INCORRECT
65,economics,0.7422869026361848,0.00956712989356312,INCORRECT
66,economics,0.8502372737162838,0.022624093432217385,CORRECT
67,economics,0.8722346319218875,0.020723679385110882,INCORRECT
68,economics,0.8568142557950315,0.04809835879355828,INCORRECT
69,economics,0.8010722874102619,0.026345553532840293,CORRECT
70,economics,0.8777206742509889,0.11122529580839668,CORRECT
71,economics,0.8424835349488082,0.06532912528843282,INCORRECT
72,economics,0.8305243771547285,0.01616694354495407,INCORRECT
